division,line,station_name,entrance_type,vending,staffing,ada,free_crossover,station_location,geometry
IRT,Broadway-7th Ave,231st St,Stair,YES,FULL,TRUE,FALSE,"(40.878856, -73.904834)","c(-73.904834, 40.878856)"
IRT,Broadway-7th Ave,238th St,Stair,YES,FULL,FALSE,FALSE,"(40.884667, -73.90087)","c(-73.90087, 40.884667)"
IRT,Broadway-7th Ave,59th St-Columbus Circle,Stair,YES,NONE,TRUE,TRUE,"(40.768247, -73.981929)","c(-73.981929, 40.768247)"
IRT,Broadway-7th Ave,66th St-Lincoln Center,Elevator,YES,FULL,TRUE,TRUE,"(40.77344, -73.982209)","c(-73.982209, 40.77344)"
IRT,Broadway-7th Ave,79th St,Stair,YES,FULL,FALSE,FALSE,"(40.783934, -73.979917)","c(-73.979917, 40.783934)"
IRT,Broadway-7th Ave,Christopher St,Stair,YES,FULL,FALSE,FALSE,"(40.733422, -74.002906)","c(-74.002906, 40.733422)"
IRT,Broadway-7th Ave,Dyckman St,Stair,YES,FULL,FALSE,TRUE,"(40.860531, -73.925536)","c(-73.925536, 40.860531)"
IRT,Broadway-7th Ave,Franklin St,Stair,YES,FULL,FALSE,FALSE,"(40.719318, -74.006886)","c(-74.006886, 40.719318)"
IRT,Broadway-7th Ave,Houston St,Stair,YES,FULL,FALSE,FALSE,"(40.728251, -74.005367)","c(-74.005367, 40.728251)"
IRT,Broadway-7th Ave,Marble Hill-225th St,Stair,YES,FULL,FALSE,FALSE,"(40.874561, -73.909831)","c(-73.909831, 40.874561)"
IRT,Broadway-7th Ave,South Ferry,Elevator,NO,FULL,TRUE,TRUE,"(40.702068, -74.013664)","c(-74.013664, 40.702068)"
IRT,Broadway-7th Ave,Van Cortlandt Park-242nd St,Stair,YES,FULL,FALSE,TRUE,"(40.889248, -73.898583)","c(-73.898583, 40.889248)"
BMT,Canarsie,1st Av,Stair,YES,FULL,FALSE,FALSE,"(40.730953, -73.981628)","c(-73.981628, 40.730953)"
BMT,Canarsie,3rd Av,Stair,YES,FULL,FALSE,FALSE,"(40.732849, -73.986122)","c(-73.986122, 40.732849)"
BMT,Canarsie,6th Av,Stair,YES,NONE,FALSE,TRUE,"(40.737335, -73.996786)","c(-73.996786, 40.737335)"
BMT,Canarsie,8th Av,Stair,YES,FULL,TRUE,TRUE,"(40.739777, -74.002578)","c(-74.002578, 40.739777)"
BMT,Canarsie,Bedford Av,Stair,YES,FULL,FALSE,TRUE,"(40.717304, -73.956872)","c(-73.956872, 40.717304)"
BMT,Canarsie,Bushwick Av,Door,YES,FULL,FALSE,TRUE,"(40.682829, -73.905249)","c(-73.905249, 40.682829)"
BMT,Canarsie,Canarsie - Rockaway Parkway,Door,YES,FULL,TRUE,TRUE,"(40.646654, -73.90185)","c(-73.90185, 40.646654)"
BMT,Canarsie,East 105th St,Stair,YES,FULL,FALSE,TRUE,"(40.650573, -73.899485)","c(-73.899485, 40.650573)"
BMT,Canarsie,Graham Av,Stair,YES,FULL,FALSE,FALSE,"(40.714565, -73.944053)","c(-73.944053, 40.714565)"
BMT,Canarsie,Jefferson St,Stair,YES,FULL,FALSE,TRUE,"(40.706607, -73.922913)","c(-73.922913, 40.706607)"
BMT,Canarsie,Livonia Av,Door,YES,FULL,FALSE,TRUE,"(40.664038, -73.900571)","c(-73.900571, 40.664038)"
BMT,Canarsie,Montrose Av,Stair,YES,FULL,FALSE,TRUE,"(40.707739, -73.93985)","c(-73.93985, 40.707739)"
BMT,Canarsie,Morgan Av,Stair,YES,FULL,FALSE,TRUE,"(40.706152, -73.933147)","c(-73.933147, 40.706152)"
BMT,Canarsie,New Lots Av,Stair,YES,FULL,FALSE,TRUE,"(40.658733, -73.899232)","c(-73.899232, 40.658733)"
BMT,Canarsie,Sutter Av,Stair,YES,FULL,FALSE,TRUE,"(40.669367, -73.901975)","c(-73.901975, 40.669367)"
BMT,Canarsie,Wilson Av,Stair,YES,FULL,FALSE,TRUE,"(40.688764, -73.904046)","c(-73.904046, 40.688764)"
IRT,Clark,Borough Hall,Elevator,YES,FULL,TRUE,TRUE,"(40.693219, -73.989998)","c(-73.989998, 40.693219)"
IRT,Clark,Clark St,Door,YES,FULL,FALSE,TRUE,"(40.697466, -73.993086)","c(-73.993086, 40.697466)"
IRT,Clark,Fulton St,Stair,YES,FULL,FALSE,TRUE,"(40.709416, -74.006571)","c(-74.006571, 40.709416)"
IRT,Clark,Park Place,Stair,YES,FULL,FALSE,TRUE,"(40.713051, -74.008811)","c(-74.008811, 40.713051)"
IRT,Clark,Wall St,Stair,YES,FULL,FALSE,TRUE,"(40.706821, -74.0091)","c(-74.0091, 40.706821)"
IND,Concourse,167th St,Stair,YES,FULL,FALSE,TRUE,"(40.833769, -73.918432)","c(-73.918432, 40.833769)"
IND,Concourse,170th St,Stair,YES,FULL,FALSE,TRUE,"(40.839306, -73.9134)","c(-73.9134, 40.839306)"
IND,Concourse,174-175th Sts,Door,YES,FULL,FALSE,TRUE,"(40.8459, -73.910136)","c(-73.910136, 40.8459)"
IND,Concourse,182nd-183rd Sts,Stair,YES,FULL,FALSE,TRUE,"(40.856093, -73.900741)","c(-73.900741, 40.856093)"
IND,Concourse,Bedford Park Blvd,Stair,YES,FULL,FALSE,TRUE,"(40.873244, -73.887138)","c(-73.887138, 40.873244)"
IND,Concourse,Fordham Rd,Stair,YES,FULL,FALSE,TRUE,"(40.861296, -73.897749)","c(-73.897749, 40.861296)"
IND,Concourse,Kingsbridge Rd,Stair,YES,FULL,FALSE,TRUE,"(40.866978, -73.893509)","c(-73.893509, 40.866978)"
IND,Concourse,Norwood-205th St,Stair,YES,FULL,FALSE,TRUE,"(40.874811, -73.878855)","c(-73.878855, 40.874811)"
IND,Concourse,Tremont Av,Stair,YES,FULL,FALSE,TRUE,"(40.85041, -73.905227)","c(-73.905227, 40.85041)"
IND,Concourse,Yankee Stadium-161st St,Elevator,YES,FULL,TRUE,TRUE,"(40.827905, -73.925651)","c(-73.925651, 40.827905)"
IND,Crosstown,Bedford-Nostrand Avs,Stair,YES,FULL,FALSE,TRUE,"(40.689627, -73.953522)","c(-73.953522, 40.689627)"
IND,Crosstown,Classon Av,Stair,YES,FULL,FALSE,TRUE,"(40.688873, -73.96007)","c(-73.96007, 40.688873)"
IND,Crosstown,Clinton-Washington Avs,Stair,YES,FULL,FALSE,TRUE,"(40.688089, -73.966839)","c(-73.966839, 40.688089)"
IND,Crosstown,Greenpoint Av,Stair,YES,FULL,FALSE,TRUE,"(40.731352, -73.954449)","c(-73.954449, 40.731352)"
IND,Crosstown,Long Island City-Court Square,Stair,YES,FULL,FALSE,TRUE,"(40.746554, -73.943832)","c(-73.943832, 40.746554)"
IND,Crosstown,Metropolitan Av,Stair,YES,FULL,FALSE,TRUE,"(40.712792, -73.951418)","c(-73.951418, 40.712792)"
IND,Crosstown,Myrtle-Willoughby Avs,Stair,YES,FULL,FALSE,TRUE,"(40.694568, -73.949046)","c(-73.949046, 40.694568)"
IND,Crosstown,Nassau Av,Stair,YES,FULL,FALSE,TRUE,"(40.724635, -73.951277)","c(-73.951277, 40.724635)"
IND,Culver,18th Av,Stair,YES,FULL,FALSE,TRUE,"(40.629755, -73.976971)","c(-73.976971, 40.629755)"
IND,Culver,Av I,Stair,YES,FULL,FALSE,TRUE,"(40.625322, -73.976127)","c(-73.976127, 40.625322)"
IND,Culver,Av N,Stair,YES,FULL,FALSE,TRUE,"(40.61514, -73.974197)","c(-73.974197, 40.61514)"
IND,Culver,Av P,Stair,YES,FULL,FALSE,TRUE,"(40.608944, -73.973022)","c(-73.973022, 40.608944)"
IND,Culver,Av X,Stair,YES,FULL,FALSE,TRUE,"(40.58962, -73.97425)","c(-73.97425, 40.58962)"
IND,Culver,Bay Parkway-22nd Av,Stair,YES,FULL,FALSE,TRUE,"(40.620769, -73.975264)","c(-73.975264, 40.620769)"
IND,Culver,Ditmas Av,Stair,YES,FULL,FALSE,TRUE,"(40.636119, -73.978172)","c(-73.978172, 40.636119)"
IND,Culver,Neptune Av-Van Siclen,Stair,YES,FULL,FALSE,TRUE,"(40.581011, -73.974574)","c(-73.974574, 40.581011)"
IRT,Dyre Av,Baychester Av,Door,NO,NONE,FALSE,TRUE,"(40.878663, -73.838591)","c(-73.838591, 40.878663)"
IRT,Dyre Av,Eastchester-Dyre Av,Door,YES,PART,FALSE,TRUE,"(40.8883, -73.830834)","c(-73.830834, 40.8883)"
IRT,Dyre Av,Gun Hill Rd,Easement,NO,NONE,FALSE,TRUE,"(40.869526, -73.846384)","c(-73.846384, 40.869526)"
IRT,Dyre Av,Morris Park,Door,YES,PART,FALSE,TRUE,"(40.854364, -73.860495)","c(-73.860495, 40.854364)"
IRT,Dyre Av,Pelham Parkway,Door,YES,PART,FALSE,TRUE,"(40.858985, -73.855359)","c(-73.855359, 40.858985)"
IRT,Eastern Parkway,Eastern Parkway-Brooklyn Museum,Stair,YES,FULL,FALSE,TRUE,"(40.671987, -73.964375)","c(-73.964375, 40.671987)"
IRT,Eastern Parkway,Franklin Av,Stair,YES,FULL,FALSE,TRUE,"(40.670682, -73.958131)","c(-73.958131, 40.670682)"
IRT,Eastern Parkway,Grand Army Plaza,Stair,YES,FULL,FALSE,TRUE,"(40.675235, -73.971046)","c(-73.971046, 40.675235)"
IRT,Eastern Parkway,Hoyt St,Stair,YES,FULL,FALSE,FALSE,"(40.690545, -73.985065)","c(-73.985065, 40.690545)"
IRT,Eastern Parkway,Kingston Av,Stair,YES,FULL,FALSE,TRUE,"(40.669399, -73.942161)","c(-73.942161, 40.669399)"
IRT,Eastern Parkway,Nevins St,Stair,YES,FULL,FALSE,FALSE,"(40.688246, -73.980492)","c(-73.980492, 40.688246)"
IRT,Eastern Parkway,Nostrand Av,Stair,YES,FULL,FALSE,TRUE,"(40.669847, -73.950466)","c(-73.950466, 40.669847)"
IRT,Eastern Parkway,Utica Av,Elevator,YES,FULL,TRUE,TRUE,"(40.668897, -73.932942)","c(-73.932942, 40.668897)"
IRT,Flushing,45 Rd-Court House Sq,Stair,YES,FULL,FALSE,TRUE,"(40.747023, -73.945264)","c(-73.945264, 40.747023)"
IRT,Flushing,82nd St-Jackson Heights,Stair,YES,FULL,FALSE,TRUE,"(40.747659, -73.883697)","c(-73.883697, 40.747659)"
IRT,Flushing,90th St Elmhurst,Stair,YES,FULL,FALSE,TRUE,"(40.748408, -73.876613)","c(-73.876613, 40.748408)"
IRT,Flushing,Bliss St-46th St,Stair,YES,FULL,FALSE,TRUE,"(40.743132, -73.918435)","c(-73.918435, 40.743132)"
IRT,Flushing,Broadway-74th St,Stair,YES,NONE,TRUE,TRUE,"(40.746848, -73.891394)","c(-73.891394, 40.746848)"
IRT,Flushing,Fisk Av-69th St,Stair,YES,FULL,FALSE,TRUE,"(40.746325, -73.896403)","c(-73.896403, 40.746325)"
IRT,Flushing,Flushing-Main St,Stair,YES,FULL,TRUE,TRUE,"(40.7596, -73.83003)","c(-73.83003, 40.7596)"
IRT,Flushing,Grand Central-42nd St,Easement,YES,NONE,TRUE,TRUE,"(40.751431, -73.976041)","c(-73.976041, 40.751431)"
IRT,Flushing,Hunters Point,Stair,YES,FULL,FALSE,TRUE,"(40.742216, -73.948916)","c(-73.948916, 40.742216)"
IRT,Flushing,Junction Blvd,Elevator,YES,FULL,TRUE,TRUE,"(40.749145, -73.869527)","c(-73.869527, 40.749145)"
IRT,Flushing,Lincoln Av-52nd St,Stair,YES,FULL,FALSE,TRUE,"(40.744149, -73.912549)","c(-73.912549, 40.744149)"
IRT,Flushing,Lowery St-40th St,Stair,YES,FULL,FALSE,TRUE,"(40.743781, -73.924016)","c(-73.924016, 40.743781)"
IRT,Flushing,Mets - Willets Point,Door,YES,FULL,FALSE,TRUE,"(40.754622, -73.845625)","c(-73.845625, 40.754622)"
IRT,Flushing,Queensboro Plaza,Easement,YES,FULL,FALSE,TRUE,"(40.750582, -73.940202)","c(-73.940202, 40.750582)"
IRT,Flushing,Rawson St-33rd St,Stair,YES,FULL,FALSE,TRUE,"(40.744587, -73.930997)","c(-73.930997, 40.744587)"
IRT,Flushing,Vernon Blvd-Jackson Av,Stair,YES,FULL,FALSE,FALSE,"(40.742626, -73.953581)","c(-73.953581, 40.742626)"
IRT,Flushing,Woodside Av-61st St,Escalator,YES,FULL,TRUE,TRUE,"(40.74563, -73.902984)","c(-73.902984, 40.74563)"
BMT,Franklin,Botanic Gardens,Stair,YES,FULL,FALSE,TRUE,"(40.670343, -73.959245)","c(-73.959245, 40.670343)"
IND,Fulton,Broadway Junction-East New York,Door,YES,FULL,FALSE,TRUE,"(40.678334, -73.905316)","c(-73.905316, 40.678334)"
IND,Fulton,Clinton & Washington Avs,Stair,YES,FULL,FALSE,FALSE,"(40.683263, -73.965838)","c(-73.965838, 40.683263)"
IND,Fulton,Euclid Av,Elevator,YES,FULL,TRUE,TRUE,"(40.675377, -73.872106)","c(-73.872106, 40.675377)"
IND,Fulton,Hoyt & Schermerhorn,Stair,YES,FULL,FALSE,TRUE,"(40.688484, -73.985001)","c(-73.985001, 40.688484)"
IND,Fulton,Jay St - Borough Hall,Easement,YES,FULL,FALSE,TRUE,"(40.692338, -73.987342)","c(-73.987342, 40.692338)"
IND,Fulton,Kingston-Throop,Stair,YES,FULL,FALSE,FALSE,"(40.679921, -73.940858)","c(-73.940858, 40.679921)"
IND,Fulton,Lafayette Av,Stair,YES,FULL,FALSE,FALSE,"(40.686113, -73.973946)","c(-73.973946, 40.686113)"
IND,Fulton,Liberty Av,Stair,YES,FULL,FALSE,TRUE,"(40.674542, -73.896548)","c(-73.896548, 40.674542)"
IND,Fulton,Ralph Av,Stair,YES,FULL,FALSE,TRUE,"(40.678822, -73.920786)","c(-73.920786, 40.678822)"
IND,Fulton,Rockaway Av,Stair,YES,FULL,FALSE,TRUE,"(40.67834, -73.911946)","c(-73.911946, 40.67834)"
IND,Fulton,Shepherd Av,Stair,YES,FULL,FALSE,TRUE,"(40.67413, -73.88075)","c(-73.88075, 40.67413)"
IRT,Jerome,138th St,Stair,YES,FULL,FALSE,TRUE,"(40.813224, -73.929849)","c(-73.929849, 40.813224)"
IRT,Jerome,149th St-Grand Concourse,Stair,YES,FULL,FALSE,TRUE,"(40.818375, -73.927351)","c(-73.927351, 40.818375)"
IRT,Jerome,176th St,Stair,YES,FULL,FALSE,TRUE,"(40.84848, -73.911794)","c(-73.911794, 40.84848)"
IRT,Jerome,183rd St,Stair,YES,FULL,FALSE,TRUE,"(40.858407, -73.903879)","c(-73.903879, 40.858407)"
IRT,Jerome,Bedford Park Blvd-Lehman College,Stair,YES,FULL,FALSE,TRUE,"(40.873412, -73.890064)","c(-73.890064, 40.873412)"
IRT,Jerome,Burnside Av,Stair,YES,FULL,FALSE,TRUE,"(40.853453, -73.907684)","c(-73.907684, 40.853453)"
IRT,Jerome,Mosholu Parkway,Stair,YES,FULL,FALSE,TRUE,"(40.87975, -73.884655)","c(-73.884655, 40.87975)"
IRT,Jerome,Mt Eden Av,Stair,YES,FULL,FALSE,TRUE,"(40.844434, -73.914685)","c(-73.914685, 40.844434)"
IRT,Jerome,Woodlawn,Stair,YES,FULL,FALSE,TRUE,"(40.886037, -73.878751)","c(-73.878751, 40.886037)"
IRT,Lenox,110th St-Central Park North,Stair,YES,FULL,FALSE,TRUE,"(40.799075, -73.951822)","c(-73.951822, 40.799075)"
IRT,Lenox,Harlem-148th St,Door,YES,FULL,FALSE,TRUE,"(40.82388, -73.93647)","c(-73.93647, 40.82388)"
IRT,Lexington,110th St,Stair,YES,FULL,FALSE,FALSE,"(40.79502, -73.94425)","c(-73.94425, 40.79502)"
IRT,Lexington,14th St-Union Square,Easement,YES,FULL,FALSE,TRUE,"(40.734673, -73.989951)","c(-73.989951, 40.734673)"
IRT,Lexington,33rd St,Stair,YES,FULL,FALSE,FALSE,"(40.746081, -73.982076)","c(-73.982076, 40.746081)"
IRT,Lexington,51st St,Stair,YES,FULL,TRUE,TRUE,"(40.757107, -73.97192)","c(-73.97192, 40.757107)"
IRT,Lexington,68th St-Hunter College,Door,YES,FULL,FALSE,TRUE,"(40.768141, -73.96387)","c(-73.96387, 40.768141)"
IRT,Lexington,Astor Place,Stair,YES,FULL,FALSE,FALSE,"(40.730054, -73.99107)","c(-73.99107, 40.730054)"
IRT,Lexington,Bleecker St,Stair,YES,FULL,FALSE,FALSE,"(40.725915, -73.994659)","c(-73.994659, 40.725915)"
IRT,Lexington,Bowling Green,Elevator,YES,FULL,TRUE,TRUE,"(40.704817, -74.014065)","c(-74.014065, 40.704817)"
IRT,Lexington,Brooklyn Bridge-City Hall,Stair,YES,FULL,TRUE,TRUE,"(40.712868, -74.004806)","c(-74.004806, 40.712868)"
IND,Liberty,104th St-Oxford Av,Stair,YES,FULL,FALSE,TRUE,"(40.681711, -73.837683)","c(-73.837683, 40.681711)"
IND,Liberty,111th St-Greenwood Av,Stair,YES,FULL,FALSE,TRUE,"(40.684331, -73.832163)","c(-73.832163, 40.684331)"
IND,Liberty,80th St-Hudson St,Stair,YES,FULL,FALSE,TRUE,"(40.679371, -73.858992)","c(-73.858992, 40.679371)"
IND,Liberty,88th St-Boyd Av,Stair,YES,FULL,FALSE,TRUE,"(40.679843, -73.85147)","c(-73.85147, 40.679843)"
IND,Liberty,Grant Av,Door,YES,FULL,FALSE,TRUE,"(40.677044, -73.86505)","c(-73.86505, 40.677044)"
IND,Liberty,Lefferts Blvd,Stair,YES,FULL,FALSE,TRUE,"(40.685951, -73.825798)","c(-73.825798, 40.685951)"
IND,Liberty,Rockaway Blvd,Stair,YES,FULL,FALSE,TRUE,"(40.680429, -73.843853)","c(-73.843853, 40.680429)"
BMT,Myrtle,Central Av,Stair,YES,FULL,FALSE,TRUE,"(40.697857, -73.927397)","c(-73.927397, 40.697857)"
BMT,Myrtle,Forest Av,Stair,YES,FULL,FALSE,TRUE,"(40.704423, -73.903077)","c(-73.903077, 40.704423)"
BMT,Myrtle,Fresh Pond Rd,Stair,YES,FULL,FALSE,TRUE,"(40.706186, -73.895877)","c(-73.895877, 40.706186)"
BMT,Myrtle,Knickerbocker Av,Stair,YES,FULL,FALSE,TRUE,"(40.698664, -73.919711)","c(-73.919711, 40.698664)"
BMT,Myrtle,Seneca Av,Stair,YES,FULL,FALSE,TRUE,"(40.702762, -73.90774)","c(-73.90774, 40.702762)"
BMT,Nassau,Bowery,Stair,YES,FULL,FALSE,TRUE,"(40.72028, -73.993915)","c(-73.993915, 40.72028)"
BMT,Nassau,Broad St,Stair,YES,NONE,FALSE,TRUE,"(40.706476, -74.011056)","c(-74.011056, 40.706476)"
BMT,Nassau,Essex St,Stair,YES,FULL,FALSE,TRUE,"(40.718315, -73.987437)","c(-73.987437, 40.718315)"
IRT,New Lots,Junius St,Stair,YES,FULL,FALSE,TRUE,"(40.663515, -73.902447)","c(-73.902447, 40.663515)"
IRT,New Lots,Pennsylvania Av,Stair,YES,FULL,FALSE,TRUE,"(40.664635, -73.894895)","c(-73.894895, 40.664635)"
IRT,New Lots,Saratoga Av,Stair,YES,FULL,FALSE,TRUE,"(40.661453, -73.916327)","c(-73.916327, 40.661453)"
IRT,Nostrand,Flatbush Av-Brooklyn College,Elevator,YES,FULL,TRUE,TRUE,"(40.632836, -73.947642)","c(-73.947642, 40.632836)"
IRT,Nostrand,President St,Stair,YES,FULL,FALSE,TRUE,"(40.667883, -73.950683)","c(-73.950683, 40.667883)"
IRT,Nostrand,Sterling St,Stair,YES,FULL,FALSE,TRUE,"(40.662742, -73.95085)","c(-73.95085, 40.662742)"
IRT,Nostrand,Winthrop St,Stair,YES,FULL,FALSE,FALSE,"(40.656652, -73.9502)","c(-73.9502, 40.656652)"
IRT,Pelham,138th St-3rd Ave,Stair,YES,FULL,FALSE,TRUE,"(40.810476, -73.926138)","c(-73.926138, 40.810476)"
IRT,Pelham,Brook Av,Stair,YES,FULL,FALSE,FALSE,"(40.807566, -73.91924)","c(-73.91924, 40.807566)"
IRT,Pelham,Buhre Av,Stair,YES,FULL,FALSE,FALSE,"(40.84681, -73.832569)","c(-73.832569, 40.84681)"
IRT,Pelham,Castle Hill Av,Stair,YES,FULL,FALSE,TRUE,"(40.834255, -73.851222)","c(-73.851222, 40.834255)"
IRT,Pelham,Cypress Av,Stair,YES,FULL,FALSE,FALSE,"(40.805368, -73.914042)","c(-73.914042, 40.805368)"
IRT,Pelham,East 143rd St-St Mary's St,Stair,YES,FULL,FALSE,FALSE,"(40.808719, -73.907657)","c(-73.907657, 40.808719)"
IRT,Pelham,East 149th St,Stair,YES,FULL,FALSE,FALSE,"(40.812118, -73.904098)","c(-73.904098, 40.812118)"
IRT,Pelham,Elder Av,Stair,YES,FULL,FALSE,TRUE,"(40.828584, -73.879159)","c(-73.879159, 40.828584)"
IRT,Pelham,Hunts Point Av,Stair,YES,FULL,FALSE,TRUE,"(40.820948, -73.890549)","c(-73.890549, 40.820948)"
IRT,Pelham,Longwood Av,Stair,YES,FULL,FALSE,FALSE,"(40.816104, -73.896435)","c(-73.896435, 40.816104)"
IRT,Pelham,Middletown Rd,Stair,YES,FULL,FALSE,TRUE,"(40.843863, -73.836322)","c(-73.836322, 40.843863)"
IRT,Pelham,Morrison Av-Soundview Av,Stair,YES,FULL,FALSE,TRUE,"(40.829521, -73.874516)","c(-73.874516, 40.829521)"
IRT,Pelham,Parkchester-East 177th St,Stair,YES,FULL,FALSE,TRUE,"(40.833226, -73.860816)","c(-73.860816, 40.833226)"
IRT,Pelham,Pelham Bay Park,Door,YES,FULL,TRUE,TRUE,"(40.852462, -73.828121)","c(-73.828121, 40.852462)"
IRT,Pelham,St Lawrence Av,Stair,YES,FULL,FALSE,TRUE,"(40.831509, -73.867618)","c(-73.867618, 40.831509)"
IRT,Pelham,Westchester Square-East Tremont Av,Stair,YES,FULL,FALSE,TRUE,"(40.839892, -73.842952)","c(-73.842952, 40.839892)"
IRT,Pelham,Whitlock Av,Stair,YES,FULL,FALSE,TRUE,"(40.826525, -73.886283)","c(-73.886283, 40.826525)"
IRT,Pelham,Zerega Av,Stair,YES,FULL,FALSE,TRUE,"(40.836488, -73.847036)","c(-73.847036, 40.836488)"
IND,Queens Boulevard,169th St,Stair,YES,FULL,FALSE,TRUE,"(40.71047, -73.793604)","c(-73.793604, 40.71047)"
IND,Queens Boulevard,23rd St-Ely Av,Easement,YES,FULL,FALSE,TRUE,"(40.747846, -73.946)","c(-73.946, 40.747846)"
IND,Queens Boulevard,46th St,Stair,YES,FULL,FALSE,FALSE,"(40.756312, -73.913333)","c(-73.913333, 40.756312)"
IND,Queens Boulevard,5th Av-53rd St,Easement,YES,FULL,FALSE,TRUE,"(40.760167, -73.975224)","c(-73.975224, 40.760167)"
